# Single source for capabilities, group routes and generated hook/UI registration.
# group-id<TAB>home-section<TAB>group-title<TAB>section-id<TAB>section-title<TAB>provider-class
# 统一净化
qself-purify	appearance	统一净化	effects	动画与互动	sumicya.qself.feature.chat.DisableEnterEffect
qself-purify	appearance	统一净化	effects	动画与互动	sumicya.qself.feature.chat.DisableLightInteraction
qself-purify	appearance	统一净化	effects	动画与互动	sumicya.qself.feature.ui.RemoveSuperQQShow
# 消息工具
qself-messages	chat	消息工具	actions	统一消息菜单	cc.hicore.hook.RepeaterPlus
qself-messages	chat	消息工具	actions	统一消息菜单	cc.ioctl.hook.msg.CopyCardMsg
qself-messages	chat	消息工具	actions	统一消息菜单	io.github.duzhaokun123.hook.MessageCopyHook
qself-messages	chat	消息工具	actions	统一消息菜单	cc.ioctl.hook.msg.PttForwardHook
qself-messages	chat	消息工具	actions	统一消息菜单	cc.ioctl.hook.msg.PicMd5Hook
qself-messages	chat	消息工具	actions	统一消息菜单	me.ketal.hook.PicCopyToClipboard
qself-messages	chat	消息工具	actions	统一消息菜单	me.hd.hook.menu.CopyMarkdown
qself-messages	chat	消息工具	input	输入与回复	cc.hicore.hook.ReplyMsgWithImg
qself-messages	chat	消息工具	input	输入与回复	cc.ioctl.hook.msg.AioChatPieClipPasteHook
qself-messages	chat	消息工具	input	输入与回复	com.xiaoniu.hook.CtrlEnterToSend
qself-messages	chat	消息工具	input	输入与回复	cc.ioctl.hook.ui.chat.ReplyNoAtHook
qself-messages	chat	消息工具	input	输入与回复	me.hd.hook.simplify.ui.chat.msg.RemoveReplyImagePreviewLimit
qself-messages	chat	消息工具	sharing	收藏与分享	me.ketal.hook.SendFavoriteHook
qself-messages	chat	消息工具	sharing	收藏与分享	io.github.nakixii.hook.SendFavoriteVoice
qself-messages	chat	消息工具	sharing	收藏与分享	me.hd.hook.simplify.ui.misc.RemoveFavPreviewLimit
qself-messages	chat	消息工具	sharing	收藏与分享	cc.ioctl.hook.msg.SharePicExtHook
qself-messages	chat	消息工具	sharing	收藏与分享	cc.ioctl.hook.msg.FileShareExtHook
qself-messages	chat	消息工具	sharing	收藏与分享	cc.ioctl.hook.msg.MultiForwardAvatarHook
qself-messages	chat	消息工具	cards	消息显示转换	me.singleneuron.hook.decorator.MiniAppToStruckMsg
qself-messages	chat	消息工具	cards	消息显示转换	me.singleneuron.hook.decorator.CardMsgToText
# 消息标注
qself-annotations	chat	消息标注	revoke	撤回与提示	cc.ioctl.hook.msg.RevokeMsgHook
qself-annotations	chat	消息标注	revoke	撤回与提示	sumicya.qself.feature.chat.RevokeWrapHint
qself-annotations	chat	消息标注	tail	统一消息尾注	me.ketal.hook.ChatItemShowQQUin
qself-annotations	chat	消息标注	tail	统一消息尾注	nep.timeline.PromptForNoSeqMessage
qself-annotations	chat	消息标注	tail	统一消息尾注	me.ketal.hook.ShowMsgAt
# 好友与群工具
qself-contacts	people	好友与群工具	friends	好友	cc.ioctl.hook.friend.CheckCommonGroupMenu
qself-contacts	people	好友与群工具	friends	好友	cc.ioctl.hook.friend.FriendDeletionNotification
qself-contacts	people	好友与群工具	friends	好友	cc.ioctl.hook.friend.ShowDeletedFriendListEntry
qself-contacts	people	好友与群工具	friends	好友	cc.ioctl.hook.friend.OpenFriendChatHistory
qself-contacts	people	好友与群工具	friends	好友	cc.ioctl.fragment.FriendListExportFragment$ItemEntry
qself-contacts	people	好友与群工具	groups	群聊	sumicya.qself.feature.chat.GroupAdminMenu
qself-contacts	people	好友与群工具	groups	群聊	sumicya.qself.feature.dev.GrayTipCapture
qself-contacts	people	好友与群工具	groups	群聊	sumicya.qself.feature.chat.GagInfoDisclosure
qself-contacts	people	好友与群工具	groups	群聊	cc.hicore.hook.ShowAccurateGaggedTime
qself-contacts	people	好友与群工具	groups	群聊	cc.hicore.hook.TroopMemberLeaveGreyTip
# 通知管理
qself-notifications	tools	通知管理	style	样式与渠道	moe.zapic.hook.MessagingStyleNotification
qself-notifications	tools	通知管理	style	样式与渠道	io.github.duzhaokun123.hook.NotificationChannelManager
qself-notifications	tools	通知管理	style	样式与渠道	me.singleneuron.hook.GroupSpecialCare
qself-notifications	tools	通知管理	style	样式与渠道	me.singleneuron.hook.SpecialCareNewChannel
qself-notifications	tools	通知管理	filter	提醒过滤	sumicya.qself.feature.notification.MuteQZoneThumbsUp
qself-notifications	tools	通知管理	filter	提醒过滤	cc.ioctl.hook.ui.chat.MutePokePacket
# 外观调整
qself-appearance	appearance	外观调整	local	局部效果	sumicya.qself.feature.ui.LiquidGlassBottomBar
qself-appearance	appearance	外观调整	local	局部效果	sumicya.qself.feature.ui.CustomSplash
qself-appearance	appearance	外观调整	avatar	头像	sumicya.qself.feature.ui.AvatarRounding
qself-appearance	appearance	外观调整	avatar	头像	cc.hicore.hook.UploadTransparentAvatar
qself-appearance	appearance	外观调整	display	显示	cc.ioctl.hook.ui.misc.OptXListViewScrollBar
qself-appearance	appearance	外观调整	display	显示	sumicya.qself.feature.screenshot.DisableScreenshotShare
# 媒体与系统工具
qself-files	tools	媒体与系统工具	media	图片	me.teble.hook.CancelPicCompress
qself-files	tools	媒体与系统工具	media	图片	xyz.nextalone.hook.AutoReceiveOriginalPhoto
qself-files	tools	媒体与系统工具	media	图片	xyz.nextalone.hook.AutoSendOriginalPhoto
qself-files	tools	媒体与系统工具	system	系统打开方式	me.singleneuron.hook.decorator.ForceSystemAlbum
qself-files	tools	媒体与系统工具	system	系统打开方式	me.singleneuron.hook.decorator.ForceSystemFile
qself-files	tools	媒体与系统工具	system	系统打开方式	me.singleneuron.hook.decorator.FxxkQQBrowser
qself-files	tools	媒体与系统工具	storage	缓存	io.github.duzhaokun123.util.CacheManager
# 维护与诊断
qself-safety	tools	维护与诊断	protection	既有保护选项	cc.ioctl.hook.misc.DisableHotPatch
qself-safety	tools	维护与诊断	protection	既有保护选项	cc.ioctl.hook.misc.DisableQQCrashReportManager
qself-safety	tools	维护与诊断	protection	既有保护选项	sumicya.qself.feature.device.RiskReportInterceptor
qself-safety	tools	维护与诊断	diagnostics	诊断	sumicya.qself.diagnostics.ReportDiagnostics
# 主题与显示
cfg-theme		主题与显示	theme	界面	io.github.qauxv.fragment.ThemeColorStyleDialog
cfg-theme		主题与显示	theme	界面	io.github.qauxv.fragment.ThemeModeStyleDialog
cfg-theme		主题与显示	theme	界面	sumicya.qself.ui.SettingsAppearanceItem
_core					cc.hicore.message.chat.SessionHooker
_core					cc.ioctl.hook.DeletionObserver
_core					cc.ioctl.hook.SettingEntryHook
_core					cc.ioctl.hook.misc.CleanUpMitigation
_core					cc.ioctl.hook.misc.ShadowInitDependencyStub
_core					com.xiaoniu.dispatcher.MenuBuilderHook
_core					io.github.qauxv.router.dispacher.InputButtonHookDispatcher
_core					io.github.qauxv.router.dispacher.StartActivityHook
_core					io.github.qauxv.router.dispacher.ItemBuilderFactoryHook
_core					me.ketal.dispacher.BaseBubbleBuilderHook
qself-safety	tools	维护与诊断	diagnostics	诊断	sumicya.qself.diagnostics.FeatureDiagnosticsItem
